	music #	name	performer	time	price	venue
0	10	上海｜10月17日「With Groove」Elsa & The Fungs	艺人：Vocals - Elsa/Piano - Franck Bourjini/Bass - Francis/Drums - Pascal Naigom	时间：2021/10/17 20:00	价格：¥160	[上海]Blue Note Shanghai
1	10	上海 | 10月22日「看得见房间的风景 A Wander Without Guide」喜辰晨 高太行 白天 闵艺 俞国俊	艺人：高太行/白天/喜辰晨/俞国俊	时间：2021/10/22 20:00	价格：¥150	[上海]Blue Note Shanghai
2	10	上海｜10月28日-29日 SEDAR BAND 塞达乐队	艺人：秦四风/熊林/大猛（赵浩成）/武勇恒	时间：2021/10/28 20:00	价格：¥220	[上海]Blue Note Shanghai
